code	product_name_de	quantity	categories_tags	ingredients_text_de
4061458231930	Pfannen-Gemüse - Fitness	400 g	de:frische-gemüsemischungen,de:gekühlte-gemüsemischungen,de:gemüsemischungen	30% Lauch, 20% Brokkoli, 15 % Karotte, 15% Süßkartoffeln, 15% lila Spitzkohl, 5% Zwiebeln.
4061458066273	Mandel spritz	300g	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits	Weizenmehl,Palmfett, Milchschokelade 19 % (Zucker Kakaobutter Voftmilchpulver, Kakaomasse, Süßmolkenpulver, Emulgator, Zucker, Mandeln 10 %, Mandelkrokant 4% (Zucker, Mandeln, Laktose, Karamellauckersinip, Palmfett, Glukosesirop), Weizenstärke, Invertzudersiup Speisesalz, Süßmolkenpulver, Volleipulver, Aroma, Backtriebmittel: Ammoniumcarbonate, Natriumcarbonate. Hergestellt in einem Betrieb, der auch Soja und Schalen - früchte verarbeitet. Trocken lagem und vor Wärme schützen.
4061458011389		600g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables	
4061458006590	Salatcup Hähnchen	300 g	en:meals,en:prepared-salads,en:salads	57 % Salat-Gemüsemischung (Tomaten, Frisée, Karotte, Lollo Rosso, Lollo Biondă, gegarter Mais (Mais, Wasser, Speisesalz), gegarte Kidneyböhnen (Wasser, Kidneybohnen, Speisesalz), Radicchio), 33 % Senf-Dressing (Wasser, Rapsöl, Zucker, Weißweinessig, 4 % Senf (Wasser, _Senfsaaten_, Branntweinessig, Zucker, Speisesalz, Gewürze), _Eigelb_¹ Speisesalz, Verdickungsmittel: Xanthan; Gewürze), 10 % gebratenes, gewürztes Hähnchenbrustfilet (Hähnchenbrustfilet, Gewürzextrakt, Säuerungsmittel: Natriumacetat, Kaliumlactat, Citronensäure; Speisesalz, Traubenzucker, Zucker, Gewürze, Zwiebeln), Branntweinessig, Speisesalz. ¹von Hühnereiern aus Bodenhaltung.
4061458021623	Wrap - Schinken	190 g	en:sandwiches,en:wraps	50% Spinat-Weizenfladen (Weizenmehl, Wasser, Rapsöl, Backtriebmittel: Diphosphate, Natriumcarbonate; Spinat, Traubenzucker, Säuerungsmittel: Äpfelsäure, Speisesalz), 12% Hinterkochschinken (Schweinefleisch, Nitritpökelsalz, (Speisesalz, Konservierungsstoff: Natriumnitrit), Traubenzucker, Antioxidationsmittel: Natriumascorbat, Gewürzextrakte, Stabilisator: Diphosphate), Salatmayonnaise (Rapsöl, Wasser, Eigelb, Zucker, Maisstärke, Branntweinessig, Senf (Wasser, Senfsaaten, Branntweinessig, Speisesalz, Zucker, Gewürze), Speisesalz, Verdickungsmittel: Guarkernmehl, Gewürze), 7% eingelegte Karottenstreifen (Karotten, Wasser, Speisesalz, Säuerungsmittel: Essigsäure, Citronensäure), 7% Schnittlauch-Speisequark-Aufstrich (Rapsöl, Speisequark, Wasser, Zucker, Eigelb, Zitronensaft aus Zitronensaftkonzentrat, Branntweinessig, Schnittlauch, Senfsaaten, Verdickungsmittel: Guarkernmehl, Speisesalz, Gewürze), 7% Gouda, 6% Krautsalat (Weißkraut, Wasser, Zucker, Branntweinessig, Rapsöl, Paprika, Speisesalz, Zwiebeln, Säuerungsmittel: Weinsäure (L+), Citronensäure, Äpfelsäure; Gewürze), Würzsauce (Wasser, Stärke, Branntweinessig, Speisesalz).
4061461857219	Weinblätter Oriental	200g	en:gefullte-weinblatter	
4061458263658	Kräutertee	50g		
4061458061414	Schlagsahne 2x	200g	en:milchprodukte,en:rahm,en:schlagsahne	
4061458049511	Knusper-Filets - Senf-Honig	400 g	en:seafood,en:fishes,en:meals,en:fish-fillets,en:fish-preparations,en:breaded-products,en:breaded-fish	Alaska-Seelachsfilet (50 %), Senf-Füllung (20 %) [Wasser, Sahne, Senf (Wasser, Senfsaaten, Branntweinessig, Speisesalz, Zucker, Gewürze), Zucker, Weizenmehl, Speisesalz, Maltodextrin, Gewürze, Kartoffelstärke, modifizierte Kartoffelstärke, Dextrose, Zitronenfruchtpulver], Weizenmehl, Rapsöl, Kartoffelstärke, Wasser, Speisesalz, Hefe, Dextrose.
4061458219334	Curry sauce	1pcs		
4061458015288	Lachsschinken	1kg	de:lachsschinken	Schweinefleisch, Speisesalz, Glukosesirup, Dextrose, Gewürze (Ingwer, Knoblauch, weißer Pfeffer, Muskatnuss, Muskatblüte), Antioxidationsmittel: Natriumascorbat, Konservierungsstoff: Natriumnitrit, Reifekulturen, Buchenholzrauch.
4061461742416	Thunfisch Filets	130g		
4061458041898	Lasagne Bolognese	400g	en:frozen-foods,en:meals,en:pasta-dishes,en:prepared-lasagne,en:bolognese-lasagne,en:frozen-lasagne	
4056489115830	Minutensteaks	400g		
22116680	Körniger Frischkäse	200 g e	en:dairies,en:fermented-foods,en:fermented-milk-products,en:spreads,en:cheeses,en:salted-spreads,en:cheese-spreads,en:cream-cheeses	Milch, 30% fettarmer Joghurt, Speisesalz, Milchsäurekulturen, mikrobieller Labaustauschstoff
29032648		114 g		
4061459480085		330g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:peaches	
23197787	Kirschen Amarena	235g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:desserts,en:canned-plant-based-foods,en:canned-fruits,en:fruits-in-syrup,en:cherries-in-syrup	
4061458069724	Vegane Bio-Streichcreme - Linse-Curry	180g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:plant-based-spreads,en:salted-spreads,en:lentil-spreads	Bio Linsen gekocht 37%, Bio Kokosmilch, Trinkwasser, Bio Mangopüree, Bio Zwiebeln, Bio Apfelpüree, Bio Sonnenblumenöl, Bio Gewürze, Bio Rohrohrzucker, Bio Apfelsaftkonzentrat, Bio Zitronensaftkonzentrat, Meersalz, Bio Curry 1%, Bio Reismehl, Bio Senfsaat
4061458160988	Schokotröpfchen Vollmilch	50g	en:dairies,en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates	Zucker, Vollmilchpulver, Kakaobutter, Kakaomasse, Süßmolkepulver, Emulgator (Lecithin (Sonnenblume))
29020256	Waldfrucht-Sauce	250ml	en:condiments,en:sauces,de:erdbeersauce,en:groceries	55 % Erdbeeren, Zucker, Glukose-Fruktose-Sirup, Säuerungsmittel Citronensäure, Stabilisatoren: Pektine, Xathan; nartürliches Frucht Aroma
4061458039888	Ziplock 1 Liter	100unknown	en:baby-foods,en:baby-milks,en:infant-formulas,en:baby-start-milk-from-10-months	Mehl (68%) (Weizen, Vollkornweizen), Zucker, fettarmes Kakaópulver (7 %), Glukosesirup, Sonnenblumenöl, Salz, Aroma, Stabilisator: Calciumcarbonat, Zimt. Kann Erdnüsse, Schalenfrüchte, Milch - und Sojaerzeugnisse und Sesamsamen enthalten. Dieses Produkt wird nach Gewicht abgepackt, nicht nach Volumen. Schwankungen der Füllhöhe sind transportbedingt. Probieren Sie Knusperone Schoko Chips mit kalter Milch, Fruchtsäften, Joghurt und frischen Früchten. Ein knusprig leckeres Frühstück für die ganze Familie.
4061458173858	Mediterrane Antipasti Mozzarella	150g		
4061458138574	gefüllte Oliven	1pcs		
4061458157117	Hähnchenbrustsalat	150g		
4061462560132	Kräuterbutter	1pcs		
4047247302708	Frisch-Genuss Knoblauch-Kräuter	1pcs	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses	
4099200405339	Création Pâtisserie	172g		
4088600346922				
4061458049481	Knusper-Filets	400 g	en:seafood,en:fishes,en:fish-fillets	
4099200023298		1pcs	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:raisins,en:sultana-raisins	
4061458040013	Skyr - Bourbon-Vanille	500 g	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:skyrs	Frischkäse (magermilch, milchsäurekulturen, mikrobieller labaustauschstoff), Wasser, Zucker, Stärke, zitronensaftkonzentrat, gemahlene Bourbon Vanilleschote, natürliches Bourbon Vanillearoma, Aroma.
4061458220019	Feigenbrot	200g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:sweet-snacks,en:confectioneries,en:festive-foods,en:christmas-foods-and-drinks,en:dried-products,en:christmas-sweets,en:dried-plant-based-foods,en:dried-fig-cakes	90% getrocknete Feigen, 10% Mandeln.
4061458288972	Pasta-Sauce	400g	en:condiments,en:sauces,en:pasta-sauces	
4061458173810	Grüne & Schwarze Bio-Oliven, mariniert	100 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:olive-tree-products,en:plant-based-pickles,en:olives,en:pitted-olives	
4061462930607	Premium-Doministeine	125g	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons	
4061461772963	Garnelenkranz	1pcs		
4061458105422	Mango in Scheiben, leicht gezuckert	350 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:mangoes,de:früchte-im-glas	Mango, Wasser, Zucker, Säuerungsmittel: Citronensäure.
4099200025582		250ml	en:beverages,en:energy-drinks,en:energy-drink-without-sugar-and-with-artificial-sweeteners,en:bevande,en:bevande-energetiche	
4047247516556	Pizzasauce traditionale	340g		
4061458212403	Lachs	125g	en:seafood,en:fishes,en:fatty-fishes,en:salmons	
29030026	Süssli	72 g	en:sweeteners	Süßungsmittel Natriumcyclamat, Säureregulator Natriumhydrogencarbonat, Säureregulator Natriumcitrate, Süßungsmittel Natriumsaccharin, Laktose
4061458173834	Schwarze Bio-Oliven, mariniert	100 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:olive-tree-products,en:plant-based-pickles,en:olives,en:black-olives,en:pitted-olives,en:black-pitted-olives	"Kalamata Oliven ohne Stein&quot; (96 %), Branntweinessig*, Sonnenblumenöl*, Rübenzucker*, Kräuter*, Meersalz, Gewürze*, Verdickungsmittel: Xanthan, Säuerungsmittel: Milchsäure
* Aus kontrolliert biologischem Anbau"
4061458173827	Grüne Bio-Oliven, mariniert	100 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:olive-tree-products,en:plant-based-pickles,en:olives,en:green-olives	
2713901002995	Bio-Krustenschinken	1pcs		
4061458026963	Shrimps in Dillsauce	200 g	en:seafood,en:crustaceans,en:shrimps	50% Shrimps, Rapsöl, Trinkwasser, Sahne, Zucker, Branntweinessig, Eigelb, Joghurterzeugnis, Stärke, Speisesalz, Dill, Senfmehl, Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl; Säuerungsmittel: Weinsäure (L+), Essigsäure, Apfelsäure, Citronensäure; Antioxidationsmittel: Natriummetabisulfit; Säureregulator: Natriumacetate.
4061458187763	Shrimps mit Früchten	200 g	en:seafood,en:crustaceans,en:shrimps	
4061458026604	Brotaufstrich Ei-Schnittlauch	150 g	en:spreads	Eier* (67 %), Rapsöl, Trinkwasser, Zucker, Branntweinessig, Sahne, Eigelb*, Schnittlauch, Speisesalz, Senfsaaten, Gewürze, modifizierte Stärke, färbendes Karottenkonzentrat, Säureregulator: Natriumacetate; Säuerungsmittel: Citronensäure; Verdickungsmittel: Guarkernmehl, Xanthan. *Eier aus Bodenhaltung
4061458227070	coq au vin	1pcs	en:meats-and-their-products,en:meals,en:meals-with-meat,en:poultry-meals,en:cockerel-in-red-wine-sauce	
4061458201490	Bio Sprossen Mix	100g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:sprouts,en:fresh-sprouts	
4061458297813	Flammlachs-Filet mit Chili	125 g	en:seafood,en:fishes,en:fatty-fishes,en:fish-fillets,en:salmons,en:salmon-fillets	96,5% LACHS, 2% Marinade (Wasser, Rohrzucker, 6% Chili, 6% Paprika, Rapsöl, Zucker, Salz, Branntweinessig, modifizierte Stärke, Aubergine, Sonnenblumenöl, Knoblauch, Zwiebeln, scharfe Peperoni, Mango, Ingwer, Säuerungsmittel: Essigsäure, Citronensäure; Stärke, Verdickungsmittel: Xanthan), Salz. Kann Spuren von Gluten, Ei, Krebstieren, Milch und Sellerie enthalten.
4061458007023	Müsli Klassik	500 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-fruits,en:mueslis,en:mueslis-with-fruits	_Vollkorn-Dinkelflocken_ (32 %), Rosinen, _Vollkorn-Weizenflocken_, _Vollkorn-Haferflocken_, zerkleinerte Bananenchips (Bananen, Kokosfett, Rohrzucker), _Vollkorn-Gerstenflocken_, Kokoschips, Cornflakes (Mais, Meersalz, _Gerstenmalzextrakt_, Emulgator: Sonnenblumenlecithine), zerkleinerte Haselnüsse, zerkleinerte Mandeln, getrocknete Apfelstücke, gefriergetrocknete Erdbeerstücke, gefriergetrocknete Himbeerstücke.
4061458013314	Hähnchenbrustfilet gegart in Rinderaspik	200 g	en:meats-and-their-products,en:prepared-meats,fr:charcuteries-cuites,en:cooked-poultry-breast-slices,en:cooked-chicken-breast-slices	Hähnchenbrustfilet' gewürfelt, gegart (55 %), Trìnkwasser, Branntweinessig, Zucker, Paprika (5 %), Gurken (4 %), Speisegelatine (Rind), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Gewürzextrakte (Pfeffer, Koriander, Lauch, Majoran, Knoblauch, Fenchel, Dill, Liebstöckel), Stabilisator: Triphosphate; Antioxida - tionsmittel: Natriumascorbat; Konservierungsstoff: Na - triumnitrit. Kann Spuren von Senf und Sellerie enthalten. 'QS-Ware Wenie 3% Onigers Fett als
4061461932831	Spinat-Spätzle	500 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:spatzle	Hartweizengrieß, Spinat (20 %), Weizenmehl, Trinkwasser, Vollei, Speisesalz, Rapsöl, Säuerungsmittel (Citronensäure).
4061461724412	Risotto	1pcs	en:meals,en:rice-dishes,en:risottos	
4061458243049	Pizza Baguette	1pcs	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:baguettes,de:gefrorene-snacks	Weizenmehl, Wasser, 15% Edamer (Milch, Speisesalz, mikrobieller Labaustauschstoff, Milchsäuerungskulturen), 8 % gekochter Schinken (Schweinefleisch, Speisesalz, Dextrose, Zucker, Antioxidationsmittel: Natriumascorbat, Extrakt aus Rosmarin; Konservierungsstoff: Natriumnitrit; Rauch), Rapsöl, 2% Crème fraîche (Milch), 2 % Joghurt mild (Milch), Hefe, Speisesalz, Stärke, Weizenstärke, Kräuter, Zucker, Weizenprotein, Gewürze, Knoblauch.
4311501441640	Nürnberger Rostbratwürstchen TK	300g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:german-sausages,fr:saucisses-de-nuremberg	
4061458014939				
22136596	Schweine-Gyros	500 g	en:meats-and-their-products,en:meals,en:meals-with-meat,en:meat-preparations,en:pork-meals	
29067527	Wiener Würstchen geräuchert	4pcs	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:cured-sausages,en:german-sausages	Schweinefleisch' (91%), Trinkwasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze, Stabilisator: Diphosphate; Antioxidationsmittel: Ascorbinsare; Konservierungsstoff: Natriumnitrit; Schafsaitling, Buchen holzrauch.
4047247352611		175 g	en:meats-and-their-products,en:meats	
4061458054676	Bio-Fruchtjoghurt - Waldbeere	150g	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:yogurts,en:fruit-yogurts	_Joghurt_, 25 % Erdbeerzubereitung (60 % Erdbeeren, Zucker, Maisstärke, färbendes Rote Bete Saftkonzentrat), Zucker.
4061458166638	XXL Schinken-Lyoner	250 g		
4061458096959	Güldenhof/ Bruzzelkracher	10 x 80 g		
4061458015165	Pfälzer Leberwurst	200g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:liver-sausages	Schweinefleisch (50%), Schweineleber (17 %), Speck, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Zwie - Brennwert beln,Gewürze (Majoran, weißer Fett Pfeffer, schwarzer Pfeffer, Ingwer, Chili, Muskatnuß, Muskatblüte, Thymian, Piment, Nelke), Kräuter, Emulgator: Mono - und Diglyceride von Speisefettsäuren, Schweinedarm
4061458031844		400 g		
22142061	Rindersaftschinken Klassik			
4061458016506	Wiener Würstchen	220g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:german-sausages,de:wiener-würstchen	Schweinefleisch (85 %), Trinkwasser, jodiertes Speise - salz (Speisesalz, Kaliumiodat), Gewürze (Liebstöckel, Chili, Ingwer, Knoblauch, Koriander, Muskatnuss, Muskatblüte, Paprika, Pastinake, weißer Pfeffer, Zwiebel, Kümmel, Kardamom), Stabilisator: Diphosphate; Antioxidationsmittel: Ascorbinsäure; Konservierungs - stoff: Natriumnitrit; Schafsaitling, Buchenholzrauch.
4061461788957				
4047247060523	Delikatess Jagdwurst aus Geflügelfleisch	100 g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:poultry-sausages	Truthahnfleisch! (80 %), Hähnchenfleisch' (5%), Trinkwasser, Hähnchenfett mit Haut', jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Gewürze (Pfeffer, Kardamom, Macis, Knoblauch, Koriander, Ingwer), Stabilisator: Diphosphate; Antioxidationsmittel: Ascorbinsäure; Konservierungsstoff: Natriumnitrit. 1Q5-Ware. Kann Spuren von Senf und Sellerie enthalten.
29086849	Kotelett	700 g	en:meats-and-their-products,en:meats,en:pork,en:pork-ribs,de:koteletts,en:kottlets	
29010271	Schweinskopfsülze	400 g		
4088500764383	Frikadelle	300g		
4061458025232	Schweine-Cordon Bleu	500g	en:meats-and-their-products,en:meats,en:meat-preparations	61 % Schweinefleisch mit Flüssigwürzung (93 % Schweinefleisch';, Trinkwasser, Speisesalz, Glukosesirup, Stabilisatoren: Natriumcitrate, Natriumacetate; Antioxidationsmittel: Ascorbinsäure; Pfefferextrakt), 20 % Panade (Paniermehl (Weizenmehl, Speisesalz, Hefe, Gewürze, Gewürzextrakte, Zitronenschalen, Dextrose), Trinkwasser, Stärke, Weizenmehl, Reismehl), 10% Hinterkochschinken (Schweinefleisch*, Trinkwasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit), 9 % Emmentaler.*QS-Ware. Durchs Brennwert Fett - davon ge: Fettsäure Kohlenhyd - davon Zuc Eiweiß Salz Kann Spuren von Sellerie und Senfenthalten. Die Nährw Rahmen der Rohstoffsc Zubereitung: Etwas Ol in der Pfanne erhitzen. Danach die Cordon Bleus bei mittlerer Hitze von jeder Seite 5-8 Minuten gar braten. Als Beilage empfehlen wir Salzkartoffeln und Mischgemüse mit Hollandaise. Guten Appetit! Dieses Produkt ist vor dem Verzehr durchzuerhitzen! Regeln der guten Küchenhygiene beachten: Rohes Fleisch nicht in Kontakt mit anderen Lebensmitteln bringen. Tropfsaft sorg - fältig entsorgen. Geschirr und Hände gründlich reinigen. Dieses Fleisch ist nicht zum Rohverzehr geeignet!
4061458024884	Rinderminutensteaks	320g		
4061458014328	Mini-Frikadellen, fettreduziert	450 g	en:meats-and-their-products,en:meats,en:prepared-meats,de:frikadellen	80 % Schweinefleisch, Zwiebeln, Trinkwasser, Paniermehl (Weizenmehl, Speisesalz, Hefe), jodiertes Speisesalz (Speisesalz, Kaliumiodat), Kartoffelstärke, Dextrose, Gewürze (Paprika, Zwiebel, Koriander, Bockshornklee), Petersilie, Stabilisator: Diphosphate, Rapsöl.
36858869	Schweine-Bratwurst	400 g		
4061458106962	zwiebemett	1pcs		
4061458013680	Frisches Puten-minifilet	400 g		
29013166	Salami Piccolini		en:meats-and-their-products,en:meats,en:prepared-meats,en:cured-sausages,en:salami	
4061458278386	Knusper Backfisch aus Alaska-Seelachs			
4061458052887	Bio PARBOILED-REIS	1000g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:long-grain-rices	Bio-Langkorn-Spitzenreis Parboiled
4061458215862	Bio-Fruchtjoghurt - Mango	150g	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	Joghurt', Mangozubereitung (Mango 60 %), Zucker&quot; Maisstärke&quot;, Zitronensaft aus Zitronensaftkonzentrat&quot;) (25 %), Zucker&quot;.
4061458223539	Bio-Tee - Miracle of Herbs	36g (20 x 1,8g)	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:herbal-teas,en:flavored-teas,de:bio-tees,de:rooibostees	Rooibos (48%), Melisse (8%), Kamille, süße Brombeerblätter, Süßholzwurzeln, Zimt (6%), Citronengras, Apfelminze, Orangenschalen, Pfefferminze, natürliches Zimtrindenaroma.
4061461495923	Das Pure Brotbackmischung	500g		48 % Hafervollkornflocken glutenfrei, Sonnenblumen - kerne, Leinsaat ganz&quot;, Leinsaat gemahlen&quot;,3,/ o Karottengranulat&quot;, Chiasamen&quot; (Savia Hispanica), Goldhirse&quot;, Sonnenblumenprotein Flohsamenschalen, Zwiebelgranulat&quot;, Salz, Koriander&quot;, Fenchel&quot; aus kontrolliert biologischem Anbau.
4088600220529				
2222222000172	Steak, Hüfte, Rind	300g		
4061458137102	Dessert-Törtchen - Früchte	180g (6 x 30g)	en:desserts,en:sweet-pies,en:tartlets	
4061458040068	Skyr - Himbeer-Cranberry	500 g	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:skyrs	Frischkäse - Himbeeren 5,1% - Zucker - Cranberries 3,4% - Stärke - Zitronensaft aus Zitronensaftkonzentrat, natürliches Aroma
4061463828699			en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages	
4061458013192	Garnelen	1pcs	en:seafood,en:crustaceans,en:shrimps,en:prawns	Garnelen*, Meersalz. *aus zertifizierter, ökologisch ausgerichteter Aquakultur
4061458240000	Eier aus Freilandhaltung M	10pcs	en:farming-products,en:eggs,en:chicken-eggs,en:free-range-chicken-eggs	
23149953	Nuss-Sterne - Mürbegebäck mit Haselnuss und Zimt	600 g	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits	"_Weizenmehl_, Zucker, Palmfett, _Haselnüsse_ gehackt (7%), Schokoladentropfen (Kakaomasse, Zucker, Kakaopulver, Kakaobutter, Emulgator: _Sojalecithine_), _Vollei_, Karamellzuckersirup (Glukosesirup, Zucker), Speisesalz, Backtriebmittel: Natriumhydrogencarbonat, Ammoniumhydrogencarbonat, Kaliumcarbonat; Säuerungsmittel: Citronensäure; Zimt. 
Kann Spuren von anderen Schalenfrüchten und Milch enthalten."
4061458019156	Gewürzmühle - Chilisalz	60 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:spice-mix,de:gewürzmühlen	
4061458011709	Weizenvollkornmehl	1000g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:cereal-flours,en:wheat-flours	Weizenvollkornmehl
4061458158763	Bio-Kokosghurt	400g	en:plant-based-foods-and-beverages,en:fermented-foods,en:dairy-substitutes,en:desserts,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts	Kokosmilch leicht 95 % (Wasser, Kokosmark 23 %), Tapiokastärke, Stabilisator: Johannisbrotkernmehl; Salz, Milchsäurekulturen.
22133854	Pfirsich-Himbeere	20pcs	en:beverages	
4013320110539	Café Bio Sereno mild und entkoffeiniert von Gepa bei Aldi			
23227460		750g		
22171917	speisefrühkatoffeln	1kg	de:katoffeln	
4061458070393	Bio Gnocchi	400g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:gnocchi,en:potato-gnocchi	Kartoffelpüree (Wasser, Kartoffelflocken) (70 %), Dinkelweizenmehl (28 %), Salz, Pflanzenextrakte (Weintrauben, Grüner Tee, Blaubeeren), Säuerungsmittel: Milchsäure; Reismehl
2110384004735	Hähnchenschenkel mit Rückenstück	2pcs		
4061463055514	Edle Trüffel Amaretto	125g		
4061461483418	Bio-Mandeldrink ungesüßt & geröstet	1l	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:nut-milks,en:almond-milks	Wasser, Mandeln (2,3 %), Meersalz, Säureregulator: Calciumcitrate; Stabilisator: Gellan.
4061463867971	Almost Milk	1l	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:cereal-milks,en:oat-milks	
4061458285957	High Protein Low Sugar Low Fat Sauce - India Style	200 ml	en:condiments,en:sauces	
4061458200622	Lahmacun 3x	540g		33% Weizenmehl, Wasser, Zwiebeln, 8% Rindfleisch, Rapsöl, Sojaeiweiß, passierte Tomaten (98% Tomaten, Sonnenblumenöl, Säureregulator: Zitronen - säure), Gewüze, Speisesalz, Verdickungsmittel: Guarkern - mehl; Feuchthaltemittel: Glycerin; Hefe. Dia 7uhereitungsempfehlung kann
4061463665690	3x Steinofenpizza	1050 g	en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:pepperoni-pizzas	
4088500763911		210 g	en:meals,en:sushis-and-makis,en:sushis,en:sushi-medley	
4061462944000	Sauerkraut Karotten, Bauchspeck	400g		
4061458211697	mini kekse	1pcs		
29074709	Bio Kartoffeln	1,5 kg	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:potatoes	
4061458132220	Apfel-Sahne-Meerrettich	135 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:culinary-plants,en:grated-horseradish	Rapsöl, Meerrettich (18 %), Sahne (16 %), Wasser, Äpfel (7%), Branntweinessig, Invertzuckersirup, Zucker, Salz, Milcheiweiß, modifizierte Stärke, Süßmolkenpulver, Magermilchpulver, Säuerungsmittel: Citronensäure, Ascorbinsäure; Zitronensaftkonzentrat, Stabilisatoren: Guarkernmehl, Xanthan, Johannisbrotkernmehl, Pektin, Agar-Agar; Antioxidationsmittel: Natriummetabisulfit; Aroma.
4047247495820	Sonnenmais	1pcs	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:fruits-and-vegetables-based-foods,en:seeds,en:canned-plant-based-foods,en:cereals-and-their-products,en:vegetables-based-foods,en:canned-vegetables,en:cereal-grains,en:canned-cereals,en:canned-corn	
2009010020136	Bio-Schlagsahne	200 g	en:dairies,en:creams,en:whipped-creams	Schlagsahne
